target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Cygnus-A,fixed,rv2_coarse,4,1.31,19,4652,1608827.8421052631,2097941.13322227,489113.2911170067,2.3535298791121395,0.0185961132815613,26
Cygnus-A,fixed,rv2_coarse,5,2.2,19,4838,1511344.9243421052,2731751.1035939436,1220406.1792518385,3.081850483860112,0.002057181389179652,26
Cygnus-A,fixed,rv2_coarse,6,3.93,28,4620,565948.5334821428,1611354.4145292207,1045405.8810470778,10.543885816880561,0.0,26
Cygnus-A,fixed,rv2_coarse,7,4.7,21,4711,650120.5,2283353.314978097,1633232.814978097,1.254822298476364,0.20954327594688626,26
Cygnus-A,fixed,rv2_coarse,8,6.55,17,4519,948395.9926470588,158243416.64765695,157295020.6550099,1.033621700915939,0.30131305027061184,26
Cygnus-A,fixed,rv2_coarse,9,9.18,36,5074,797426.7708333334,335752206.5880438,334954779.8172105,2.544891937591807,0.010931156079379889,26
Sag-A,fixed,rv2_coarse,1,0.45,794,4300,2542512555.633895,1818523472.4479942,-723989083.1859007,-0.43001364490419086,0.667185715545574,26
Sag-A,fixed,rv2_coarse,2,0.7,734,3979,15302316.851498637,355871782.1045599,340569465.25306123,1.264706518450283,0.20597655240889612,26
Sag-A,fixed,rv2_coarse,3,0.9,726,4001,2572035.3483987604,11852109.655070607,9280074.306671847,1.058383880653694,0.28988046527610534,26
Sag-A,fixed,rv2_coarse,4,1.31,683,3988,2124905.072748902,2090992.9077388416,-33912.165010060184,-0.14612258262105904,0.883824619401915,26
Sag-A,fixed,rv2_coarse,5,2.2,731,4126,2333628.458361833,2796666.260224794,463037.80186296115,1.5098769416683322,0.13107482738539855,26
Sag-A,fixed,rv2_coarse,6,3.93,688,3960,1271909.4950944767,1662936.9246054294,391027.4295109527,2.3330419916342957,0.019645941511024168,26
Sag-A,fixed,rv2_coarse,7,4.7,694,4038,2225167.030979827,2284859.8508820743,59692.81990224728,0.02600252921653666,0.9792553211112027,26
Sag-A,fixed,rv2_coarse,8,6.55,638,3898,2453053.6423822003,183056201.7287832,180603148.086401,1.023709577367089,0.30597247035813213,26
Sag-A,fixed,rv2_coarse,9,9.18,776,4334,191073357.04930633,358874591.26008826,167801234.21078193,0.757636815922021,0.4486684338515663,26
Mercury,planet,rv2_coarse,1,0.45,745,4349,2909674089.689681,1763784480.082979,-1145889609.606702,-0.5701611138372393,0.5685684278718042,26
Mercury,planet,rv2_coarse,2,0.7,739,3974,13517406.677943166,356632198.79920584,343114792.12126267,1.2725468410999838,0.2031788923634974,26
Mercury,planet,rv2_coarse,3,0.9,732,3995,50185718.51989412,3141837.9064612016,-47043880.61343292,-0.9850703736503816,0.32458950462309777,26
Mercury,planet,rv2_coarse,4,1.31,692,3979,1871945.3446531792,2134909.1988564967,262963.85420331755,1.0608950674604396,0.28873759115908415,26
Mercury,planet,rv2_coarse,5,2.2,738,4119,3106350.860772358,2659004.723840738,-447346.1369316196,-0.5159924651246262,0.6058596718172791,26
Mercury,planet,rv2_coarse,6,3.93,713,3935,1369915.8901647967,1647663.0049237611,277747.1147589644,1.6032543493520364,0.10887851070026544,26
Mercury,planet,rv2_coarse,7,4.7,737,3995,375854.5831071913,2626664.6231819317,2250810.0400747405,1.5102077592880214,0.13099041940693623,26
Mercury,planet,rv2_coarse,8,6.55,716,3820,2378571.1366969272,186757870.5834455,184379299.44674855,1.0242065584948492,0.30573772164446744,26
Mercury,planet,rv2_coarse,9,9.18,818,4292,713969187.2368916,260859414.825654,-453109772.4112376,-0.9662629134336124,0.3339126387343594,26
Venus,planet,rv2_coarse,1,0.45,1017,4077,2551488749.1588616,1776684288.1543107,-774804461.0045509,-0.7392210594933815,0.4597727749326177,26
Venus,planet,rv2_coarse,2,0.7,926,3787,333369316.72678185,295364598.43518454,-38004718.29159731,-0.09049519340551816,0.9278937133896457,26
Venus,planet,rv2_coarse,3,0.9,984,3743,2599413.0432545734,12484575.463081084,9885162.419826511,1.050999650963798,0.2932587501446968,26
Venus,planet,rv2_coarse,4,1.31,1010,3661,2613915.2362623764,1953055.3106050259,-660859.9256573506,-0.7526230725158346,0.4516764488848177,26
Venus,planet,rv2_coarse,5,2.2,1043,3814,3148412.672998562,2611728.624754195,-536684.0482443669,-0.5805497016884111,0.5615439801347439,26
Venus,planet,rv2_coarse,6,3.93,993,3655,1686834.8982880162,1582839.097144323,-103995.80114369327,-0.397893057209229,0.6907090179796349,26
Venus,planet,rv2_coarse,7,4.7,1011,3721,2689951.1641190075,2163662.8246271163,-526288.3394918912,-0.19233431271964097,0.8474803424486093,26
Venus,planet,rv2_coarse,8,6.55,938,3598,21210231.776460886,193224826.33583003,172014594.55936915,0.8979351647342889,0.36922011597943505,26
Venus,planet,rv2_coarse,9,9.18,1044,4066,284284615.4995585,346001540.82881093,61716925.32925242,0.20845798682263111,0.8348713836772079,26
Mars,planet,rv2_coarse,1,0.45,949,4145,1707626084.8135538,1982598008.7362185,274971923.92266464,0.2934485827625327,0.7691792953289451,26
Mars,planet,rv2_coarse,2,0.7,852,3861,20748192.656103287,365078544.7863362,344330352.1302329,1.2406196668050393,0.2147462832099727,26
Mars,planet,rv2_coarse,3,0.9,843,3884,5290735.634712337,11541580.394647915,6250844.759935578,0.6600953799794178,0.5091926233032702,26
Mars,planet,rv2_coarse,4,1.31,815,3856,2044041.710506135,2106923.207128501,62881.49662236613,0.25966667555204953,0.7951209001256485,26
Mars,planet,rv2_coarse,5,2.2,889,3968,2256101.600815523,2832473.0518208165,576371.4510052935,1.849382669087934,0.0644025761620417,26
Mars,planet,rv2_coarse,6,3.93,817,3831,1249392.590498776,1680905.8229248237,431513.2324260478,2.7778236211457643,0.005472431478641182,26
Mars,planet,rv2_coarse,7,4.7,823,3909,6841051.626746658,1315002.4324761617,-5526049.194270496,-0.8480086285073436,0.39643316540786566,26
Mars,planet,rv2_coarse,8,6.55,801,3735,1813780.12370767,191075042.75329232,189261262.62958464,1.0279365338386712,0.3039796828042187,26
Mars,planet,rv2_coarse,9,9.18,913,4197,162656636.10596505,370533689.4988654,207877053.39290038,0.9987801445003132,0.31790120656487764,26
Jupiter,planet,rv2_coarse,1,0.45,500,4594,2448380511.1595,1875101359.4079099,-573279151.7515903,-0.3850867916761424,0.700173113567597,26
Jupiter,planet,rv2_coarse,2,0.7,479,4234,13830833.363256784,335526866.4104969,321696033.0472401,1.2711446397543842,0.20367719698243536,26
Jupiter,planet,rv2_coarse,3,0.9,459,4268,1885568.0600490195,11345387.219613988,9459819.159564968,1.1510135522705587,0.249726660194997,26
Jupiter,planet,rv2_coarse,4,1.31,482,4189,1936838.0429201245,2114259.714505252,177421.67158512748,0.789365831552452,0.4298982202587083,26
Jupiter,planet,rv2_coarse,5,2.2,518,4339,1167793.0259411198,2913116.064833487,1745323.0388923672,6.464830626610217,1.0141243400596522e-10,26
Jupiter,planet,rv2_coarse,6,3.93,485,4163,1377576.7408505154,1631558.7880735046,253982.04722298915,1.3216032417603785,0.1863003033450692,26
Jupiter,planet,rv2_coarse,7,4.7,488,4244,305567.44159836066,2502689.2285254044,2197121.7869270435,1.5660738003489834,0.11733134084315022,26
Jupiter,planet,rv2_coarse,8,6.55,467,4069,1926327.4275210786,175526794.70483765,173600467.27731657,1.02718203077918,0.3043347577714721,26
Jupiter,planet,rv2_coarse,9,9.18,566,4544,4317920.316143993,374381923.567902,370064003.25175804,2.517832467329475,0.011807947075026748,26
Saturn,planet,rv2_coarse,1,0.45,950,4144,2714834370.296579,1751764780.14429,-963069590.1522889,-0.8734010440107122,0.3824445221641668,26
Saturn,planet,rv2_coarse,2,0.7,840,3873,366336358.76666665,289058399.2251598,-77277959.54150683,-0.17492916830324132,0.8611352906449388,26
Saturn,planet,rv2_coarse,3,0.9,909,3818,2741304.927461496,12256611.370825695,9515306.4433642,1.0310466486792647,0.30251894470558094,26
Saturn,planet,rv2_coarse,4,1.31,908,3763,2770102.7286618943,1933281.0531823013,-836821.675479593,-0.8570869172629554,0.39139685088762777,26
Saturn,planet,rv2_coarse,5,2.2,935,3922,4184605.0004010694,2379480.295098164,-1805124.7053029053,-1.4981584402060955,0.13409209052595927,26
Saturn,planet,rv2_coarse,6,3.93,887,3761,1686302.5052846675,1585895.6745214039,-100406.83076326363,-0.35635707548734286,0.7215731709001825,26
Saturn,planet,rv2_coarse,7,4.7,910,3822,399113.4621421059,2723008.044691915,2323894.5825498095,1.491739088332845,0.13576755767612636,26
Saturn,planet,rv2_coarse,8,6.55,859,3677,14004088.318247963,191212567.4999352,177208479.18168724,0.9458128256581874,0.34424406268168495,26
Saturn,planet,rv2_coarse,9,9.18,935,4175,317200887.174507,337018580.61875933,19817693.444252312,0.061899355949960384,0.9506429803937064,26
Uranus,planet,rv2_coarse,1,0.45,133,4961,43358481.903665416,1981987345.8186858,1938628863.9150205,4.106454771412827,4.017780877663135e-05,26
Uranus,planet,rv2_coarse,2,0.7,92,4621,17388701.13043478,308514598.8009184,291125897.6704836,1.2547143889101646,0.2095824604122225,26
Uranus,planet,rv2_coarse,3,0.9,105,4622,337829082.1035714,2989081.517092168,-334840000.58647925,-1.010039711702477,0.3124762644602215,26
Uranus,planet,rv2_coarse,4,1.31,88,4583,3344536.1207386362,2071977.024247218,-1272559.0964914183,-1.2597981832293803,0.20774217535085615,26
Uranus,planet,rv2_coarse,5,2.2,87,4770,6740970.092672414,2653765.8269785116,-4087204.2656939025,-3.6540803868590475,0.0002581053990997617,26
Uranus,planet,rv2_coarse,6,3.93,84,4564,1047934.7589285715,1615310.5684295574,567375.8095009859,2.0469970941094964,0.04065836986015725,26
Uranus,planet,rv2_coarse,7,4.7,90,4642,436187.51458333334,2311777.923534967,1875590.4089516336,1.4621116493754347,0.14371061695830223,26
Uranus,planet,rv2_coarse,8,6.55,80,4456,861378.040625,160468853.75210655,159607475.71148154,1.0341976055352202,0.30104379332327613,26
Uranus,planet,rv2_coarse,9,9.18,94,5016,2648059076.368351,290015520.41723675,-2358043555.951114,-0.8987198582100604,0.368801896799809,26
Neptune,planet,rv2_coarse,1,0.45,1264,3830,1693531146.5547369,2009864890.7191906,316333744.16445374,0.3845711629454391,0.7005551626007449,26
Neptune,planet,rv2_coarse,2,0.7,1202,3511,258937628.875208,317858926.703231,58921297.82802299,0.15377401194261578,0.8777879255490255,26
Neptune,planet,rv2_coarse,3,0.9,1223,3504,2271884.6557645136,13273137.402646976,11001252.746882461,1.0988029651910967,0.27185401857164093,26
Neptune,planet,rv2_coarse,4,1.31,1243,3428,2639377.093272325,1898904.3622556885,-740472.7310166366,-1.030686162860046,0.3026880156631284,26
Neptune,planet,rv2_coarse,5,2.2,1236,3621,3231922.6363268606,2554617.789077603,-677304.8472492578,-0.8547767566146734,0.3926747481968196,26
Neptune,planet,rv2_coarse,6,3.93,1212,3436,1891872.3093028052,1503886.7040708673,-387985.60523193795,-1.429281163462851,0.1529234377585047,26
Neptune,planet,rv2_coarse,7,4.7,1222,3510,2308139.5799918165,2264952.544333851,-43187.03565796558,-0.017517447181337027,0.9860238141439452,26
Neptune,planet,rv2_coarse,8,6.55,1166,3370,9329409.146524576,208973303.11507094,199643893.96854636,0.977919958245991,0.3281139131992874,26
Neptune,planet,rv2_coarse,9,9.18,1276,3834,466818120.89836097,288986823.5068273,-177831297.39153367,-0.5205000016121887,0.6027151267724125,26
Earth,earth,rv2_coarse,1,0.45,798,4296,2313255599.8656797,1860434807.2641702,-452820792.6015096,-0.24769089443740802,0.8043735775700933,26
Earth,earth,rv2_coarse,2,0.7,768,3945,7946244.795572917,360239038.1647767,352292793.36920375,1.2971226578183948,0.19458898667606972,26
Earth,earth,rv2_coarse,3,0.9,737,3990,49805988.13602442,3153026.3500313284,-46652961.78599309,-0.9835507375970078,0.3253364567948698,26
Earth,earth,rv2_coarse,4,1.31,727,3944,1948228.1311898213,2123181.5490301726,174953.41784035135,0.655096016851894,0.512405936440461,26
Earth,earth,rv2_coarse,5,2.2,770,4087,2330376.3401785716,2801697.482459628,471321.1422810564,1.4528139785877865,0.14627540973207154,26
Earth,earth,rv2_coarse,6,3.93,728,3920,1521230.732400412,1620624.484917092,99393.75251667993,0.5020730996670553,0.6156161017550406,26
Earth,earth,rv2_coarse,7,4.7,777,3955,363694.06314350065,2651817.87871032,2288123.8155668196,1.5198944660623084,0.12853750153319377,26
Earth,earth,rv2_coarse,8,6.55,735,3801,1864305.8151466837,187778968.1106298,185914662.2954831,1.027600699444014,0.3041376950679173,26
Earth,earth,rv2_coarse,9,9.18,822,4288,711149577.5417237,260977250.66515568,-450172326.8765681,-0.9642563744798289,0.3349174069363363,26
Fornax-A,fixed,rv2_coarse,1,0.45,1276,3818,740594432.7308483,2329336669.600609,1588742236.8697605,2.3555634299448784,0.01849463922364225,27
Fornax-A,fixed,rv2_coarse,2,0.7,1113,3600,46979301.289308175,381932710.89667886,334953409.6073707,1.1191018078641346,0.26309670868313706,27
Fornax-A,fixed,rv2_coarse,3,0.9,1129,3598,2128225.034543844,13030801.091960812,10902576.057416968,1.117829992918674,0.2636396091111468,27
Fornax-A,fixed,rv2_coarse,4,1.31,1094,3577,1784675.5157106947,2191153.1637021247,406477.64799143,1.5243657351639246,0.12741737460636537,27
Fornax-A,fixed,rv2_coarse,5,2.2,1171,3686,2476133.393680615,2806667.1700352686,330533.77635465376,0.9215530039105104,0.3567617817451538,27
Fornax-A,fixed,rv2_coarse,6,3.93,1142,3506,1821079.235387478,1534692.3751426127,-286386.8602448653,-1.4641488720960074,0.1431532763754093,27
Fornax-A,fixed,rv2_coarse,7,4.7,1190,3542,367623.1772584034,2917294.8662970965,2549671.689038693,1.5168032902343467,0.12931635609787495,27
Fornax-A,fixed,rv2_coarse,8,6.55,1093,3443,630443289.8044695,7564219.229262725,-622879070.5752068,-0.9904713480158763,0.3219437869608195,27
Fornax-A,fixed,rv2_coarse,9,9.18,1231,3879,459228931.25020945,293458259.66034454,-165770671.5898649,-0.4742279599717068,0.635337357059881,27
Cygnus-A,fixed,rv2_coarse,1,0.45,24,5070,16731522.927083334,1940434781.8835182,1923703258.956435,4.16563022046062,3.10493629072095e-05,27
Cygnus-A,fixed,rv2_coarse,2,0.7,19,4694,7181215.2105263155,304028393.368991,296847178.1584647,1.3002566897052124,0.19351300674263472,27
Cygnus-A,fixed,rv2_coarse,3,0.9,15,4712,1439344.775,10455432.55968803,9016087.78468803,1.21110681129396,0.22585447126743752,27
Cygnus-A,fixed,rv2_coarse,4,1.31,20,4651,2706777.95,2093324.9455493442,-613453.004450656,-0.7287619250198798,0.4661473057971479,27
Cygnus-A,fixed,rv2_coarse,5,2.2,19,4838,3016680.052631579,2725839.287257131,-290840.7653744477,-0.2422392260897629,0.8085948019508855,27
Cygnus-A,fixed,rv2_coarse,6,3.93,23,4625,512591.5625,1610489.5887837838,1097898.0262837838,12.043155576100792,0.0,27
Cygnus-A,fixed,rv2_coarse,7,4.7,25,4707,318696.5975,2286501.504657811,1967804.907157811,1.5552321521577752,0.11989078946671583,27
Cygnus-A,fixed,rv2_coarse,8,6.55,22,4514,810443.7361505682,158418319.18485633,157607875.44870576,1.0345319887752447,0.3008875302207459,27
Cygnus-A,fixed,rv2_coarse,9,9.18,30,5080,1459566.6666666667,335352680.4313946,333893113.7647279,2.5397811740294163,0.01109218453769012,27
Sag-A,fixed,rv2_coarse,1,0.45,790,4304,2390418254.129114,1847113262.0673065,-543304992.0618076,-0.3229192946047031,0.7467563634981178,27
Sag-A,fixed,rv2_coarse,2,0.7,709,4004,14669984.351198873,353857318.3461648,339187333.994966,1.2674829808413628,0.20498264529188126,27
Sag-A,fixed,rv2_coarse,3,0.9,693,4034,5913986.655934343,11202081.219710585,5288094.563776242,0.5642494529610973,0.5725843763893379,27
Sag-A,fixed,rv2_coarse,4,1.31,702,3969,2213630.405626781,2075137.650793651,-138492.75483312993,-0.5608927520493767,0.5748706513168309,27
Sag-A,fixed,rv2_coarse,5,2.2,729,4128,2370789.3717421126,2789879.346111919,419089.97436980624,1.365314557716194,0.17215420540849125,27
Sag-A,fixed,rv2_coarse,6,3.93,692,3956,1271547.1376445086,1663395.686251896,391848.54860738735,2.2331449820438363,0.02553938509172826,27
Sag-A,fixed,rv2_coarse,7,4.7,682,4050,8258999.301594575,1268615.4255985967,-6990383.875995979,-0.8907291799914275,0.373074476430288,27
Sag-A,fixed,rv2_coarse,8,6.55,686,3850,3118512.976676385,185189304.58717838,182070791.610502,1.019319237077886,0.30805143412154967,27
Sag-A,fixed,rv2_coarse,9,9.18,781,4329,31882637.954515446,387788187.42180824,355905549.4672928,2.2705690419704823,0.023173079329009694,27
Mercury,planet,rv2_coarse,1,0.45,770,4324,3138748631.0080357,1716366663.927729,-1422381967.0803068,-0.7074550348173271,0.4792837464235138,27
Mercury,planet,rv2_coarse,2,0.7,735,3978,19915909.17687075,355104959.35596883,335189050.17909807,1.244168717182911,0.2134374745062737,27
Mercury,planet,rv2_coarse,3,0.9,721,4006,51876264.093533285,2966750.369804668,-48909513.72372862,-1.0085305063054388,0.31319985016503127,27
Mercury,planet,rv2_coarse,4,1.31,713,3958,1812726.7181802243,2146972.1401433805,334245.4219631562,1.396712128110005,0.16250015561594466,27
Mercury,planet,rv2_coarse,5,2.2,741,4116,3036192.668606613,2671309.1898232508,-364883.4787833621,-0.4221571796261232,0.6729102941944618,27
Mercury,planet,rv2_coarse,6,3.93,685,3963,1370342.9510036497,1645626.8061127933,275283.85510914354,1.6702471107122545,0.09487048260599895,27
Mercury,planet,rv2_coarse,7,4.7,724,4008,377871.4747064917,2618999.7628927934,2241128.2881863015,1.508599800938773,0.13140108508435988,27
Mercury,planet,rv2_coarse,8,6.55,737,3799,2126133.895776798,187826049.45550123,185699915.55972442,1.0258732690269494,0.30495132408729586,27
Mercury,planet,rv2_coarse,9,9.18,804,4306,1042899769.4648,200915928.69061428,-841983840.7741857,-1.4214062348335645,0.15519869496614502,27
Venus,planet,rv2_coarse,1,0.45,1009,4085,2114694227.8393831,1886090434.4699512,-228603793.36943197,-0.2442723583196605,0.8070198899954839,27
Venus,planet,rv2_coarse,2,0.7,951,3762,14719068.702418506,375663978.52925146,360944909.82683295,1.2672948566884148,0.2050498789135886,27
Venus,planet,rv2_coarse,3,0.9,1018,3709,1971446.0044818271,12747548.22332502,10776102.218843192,1.1392495571607217,0.25459908104835005,27
Venus,planet,rv2_coarse,4,1.31,955,3716,2635236.315314136,1957357.158133746,-677879.1571803901,-0.7303506183169504,0.46517589489499045,27
Venus,planet,rv2_coarse,5,2.2,1056,3801,2461707.5956439395,2800674.6045119707,338967.0088680312,0.9500645326117051,0.3420794634332007,27
Venus,planet,rv2_coarse,6,3.93,979,3669,1875330.4629724207,1532939.610469474,-342390.85250294674,-1.0903279960132408,0.27556868714423466,27
Venus,planet,rv2_coarse,7,4.7,1001,3731,2718532.8547570594,2157405.148686679,-561127.7060703803,-0.2037746386427269,0.8385296124275596,27
Venus,planet,rv2_coarse,8,6.55,949,3587,11052232.197773973,196439797.66014755,185387565.46237358,0.9661907480883798,0.33394874157140775,27
Venus,planet,rv2_coarse,9,9.18,1048,4062,790040766.5157293,215576730.74421468,-574464035.7715147,-1.2248805858926386,0.22062021619235894,27
Mars,planet,rv2_coarse,1,0.45,940,4154,2782111119.663896,1738859279.782288,-1043251839.881608,-0.6841919346960229,0.4938539745076107,27
Mars,planet,rv2_coarse,2,0.7,868,3845,12840519.058806388,368296528.2236671,355456009.1648607,1.2755687097797295,0.20210802098973257,27
Mars,planet,rv2_coarse,3,0.9,823,3904,5163335.434386391,11536414.787493596,6373079.353107205,0.6745523455503553,0.49996021816553093,27
Mars,planet,rv2_coarse,4,1.31,837,3834,2079849.935334528,2099466.7409689617,19616.805634433636,0.07843752295644629,0.9374800264584164,27
Mars,planet,rv2_coarse,5,2.2,865,3992,2297883.136777457,2819954.5289172092,522071.3921397524,1.6840991057358203,0.09216251717085999,27
Mars,planet,rv2_coarse,6,3.93,821,3827,1206315.467417783,1690598.1069538803,484282.6395360972,3.118522085539159,0.0018176051916289904,27
Mars,planet,rv2_coarse,7,4.7,823,3909,6925851.991190765,1297148.5824026135,-5628703.408788152,-0.8637181564264123,0.38774273710004725,27
Mars,planet,rv2_coarse,8,6.55,817,3719,2491941.642977356,191740308.2119721,189248366.56899473,1.0234610075796648,0.3060899269533348,27
Mars,planet,rv2_coarse,9,9.18,908,4202,27559327.884447273,399479184.64359975,371919856.7591525,2.3146284168302396,0.020633276332891137,27
Jupiter,planet,rv2_coarse,1,0.45,484,4610,4786130920.210098,1631652610.6980476,-3154478309.5120506,-1.1124822696724366,0.2659308493223027,27
Jupiter,planet,rv2_coarse,2,0.7,493,4220,10886309.281947263,336938097.41399145,326051788.1320442,1.2841230961308394,0.1990988879821436,27
Jupiter,planet,rv2_coarse,3,0.9,446,4281,1824389.4033071748,11323034.505722962,9498645.102415787,1.1593096602015578,0.246329985511069,27
Jupiter,planet,rv2_coarse,4,1.31,482,4189,1926222.158454357,2115481.2127894484,189259.0543350915,0.8438634418229733,0.39874571903899136,27
Jupiter,planet,rv2_coarse,5,2.2,511,4346,1133535.2117172212,2914332.926728601,1780797.71501138,6.633177072394244,3.285371974470763e-11,27
Jupiter,planet,rv2_coarse,6,3.93,501,4147,1307716.8955838324,1640978.4879129492,333261.5923291168,1.7786373042690193,0.07529924403839527,27
Jupiter,planet,rv2_coarse,7,4.7,465,4267,11930716.334677419,1223985.6812132215,-10706730.653464198,-0.9323806324325656,0.35113985027464967,27
Jupiter,planet,rv2_coarse,8,6.55,485,4051,3452095.5155927837,176115491.54223013,172663396.02663735,1.0171029024523401,0.30910447970924704,27
Jupiter,planet,rv2_coarse,9,9.18,577,4533,6138199.074117201,375048237.9717006,368910038.8975834,2.5037744657190286,0.012287633362179307,27
Saturn,planet,rv2_coarse,1,0.45,943,4151,2255558840.9055543,1857724382.9741628,-397834457.9313915,-0.408010892547882,0.6832656780074147,27
Saturn,planet,rv2_coarse,2,0.7,853,3860,16856327.9003517,366027791.15648806,349171463.25613636,1.257858380448943,0.20844297777922982,27
Saturn,planet,rv2_coarse,3,0.9,924,3803,40704848.825960495,3070288.739859979,-37634560.08610052,-0.9942911809251249,0.3200811279702027,27
Saturn,planet,rv2_coarse,4,1.31,871,3800,2774104.8887772677,1940511.716480263,-833593.1722970046,-0.819328652826153,0.4125989292132992,27
Saturn,planet,rv2_coarse,5,2.2,961,3896,2672242.928394901,2740477.9103086498,68234.98191374866,0.19391655398726185,0.8462412215243893,27
Saturn,planet,rv2_coarse,6,3.93,880,3768,1633895.5264204545,1598321.627073381,-35573.8993470734,-0.12305146650570135,0.9020663432250424,27
Saturn,planet,rv2_coarse,7,4.7,902,3830,373018.29495489626,2724299.607131201,2351281.3121763044,1.5125100711976422,0.13040415252208204,27
Saturn,planet,rv2_coarse,8,6.55,872,3664,11776717.895068808,192371404.08246088,180594686.1873921,0.9612087473404733,0.3364472190523351,27
Saturn,planet,rv2_coarse,9,9.18,927,4183,923947464.9494842,202518791.19849688,-721428673.7509873,-1.369647960104849,0.1707968207055417,27
Uranus,planet,rv2_coarse,1,0.45,131,4963,3551439482.6321564,1888609173.579463,-1662830309.0526934,-0.5237614714069899,0.600444454318021,27
Uranus,planet,rv2_coarse,2,0.7,105,4608,11250962.61904762,309475774.84549564,298224812.226448,1.2825173205996137,0.19966123293355453,27
Uranus,planet,rv2_coarse,3,0.9,102,4625,3399580.050245098,10581801.34654054,7182221.296295443,0.9412342226288056,0.3465848425885061,27
Uranus,planet,rv2_coarse,4,1.31,90,4581,3832139.466666667,2061841.8093756821,-1770297.6572909846,-1.6295900951962663,0.10318815916757185,27
Uranus,planet,rv2_coarse,5,2.2,93,4764,7268518.32594086,2638319.7288911627,-4630198.597049698,-4.1854719276296075,2.845742384849359e-05,27
Uranus,planet,rv2_coarse,6,3.93,80,4568,844133.415625,1618382.9423845229,774249.5267595229,3.1172834050499443,0.0018252601409658453,27
Uranus,planet,rv2_coarse,7,4.7,71,4661,494494.9348591549,2303244.122932164,1808749.188073009,1.4149715762640311,0.15707683001154216,27
Uranus,planet,rv2_coarse,8,6.55,79,4457,785692.5332278481,160434384.7548826,159648692.22165474,1.034696815648928,0.30081052364330985,27
Uranus,planet,rv2_coarse,9,9.18,102,5008,2431561096.086397,290658181.2681054,-2140902914.8182917,-0.884824896499093,0.37625107949741654,27
Neptune,planet,rv2_coarse,1,0.45,1255,3839,2320763755.66006,1804075901.887552,-516687853.7725079,-0.5602192968930949,0.5753298663198922,27
Neptune,planet,rv2_coarse,2,0.7,1227,3486,1090612158.1670742,25549226.475055635,-1065062931.6920185,-1.2208659323474012,0.22213678516669666,27
Neptune,planet,rv2_coarse,3,0.9,1229,3498,2480770.9592656633,13218616.604899228,10737845.645633563,1.0705669566939489,0.2843641876434626,27
Neptune,planet,rv2_coarse,4,1.31,1210,3461,2605994.8166838842,1917635.4095817683,-688359.4071021159,-0.9338111401217046,0.3504013220224378,27
Neptune,planet,rv2_coarse,5,2.2,1218,3639,3415446.5336617404,2496541.2241687276,-918905.3094930127,-1.137986029935053,0.2551263158016812,27
Neptune,planet,rv2_coarse,6,3.93,1235,3413,1897234.773279352,1499331.6756702315,-397903.09760912065,-1.4931190332066124,0.13540603118326744,27
Neptune,planet,rv2_coarse,7,4.7,1226,3506,3321168.723847879,1910660.9075654068,-1410507.8162824723,-0.5349411289254127,0.5926905667965281,27
Neptune,planet,rv2_coarse,8,6.55,1124,3412,11569043.372695869,205777994.66932198,194208951.29662612,0.9627695900205668,0.3356631648187871,27
Neptune,planet,rv2_coarse,9,9.18,1320,3790,202816349.88498756,378870137.66314006,176053787.7781525,0.6834712613178029,0.49430910393353567,27
Earth,earth,rv2_coarse,1,0.45,799,4295,2433728308.6845274,1837917807.2318394,-595810501.452688,-0.31905270752154663,0.7496865448309467,27
Earth,earth,rv2_coarse,2,0.7,782,3931,15906219.909207162,359910215.6179201,344003995.70871294,1.2618980540068077,0.2069854723390674,27
Earth,earth,rv2_coarse,3,0.9,745,3982,2663420.3472315436,11879291.871970743,9215871.524739198,1.0443783574531784,0.29631037273561933,27
Earth,earth,rv2_coarse,4,1.31,740,3931,1959645.8869087838,2121610.766837319,161964.87992853508,0.6064431466662271,0.5442205245800251,27
Earth,earth,rv2_coarse,5,2.2,772,4085,3104352.277444948,2655659.1027080785,-448693.1747368695,-0.5339418276549535,0.5933817819052878,27
Earth,earth,rv2_coarse,6,3.93,714,3934,1350106.943890056,1651328.8246377732,301221.8807477171,1.9556264754750503,0.05050917170674185,27
Earth,earth,rv2_coarse,7,4.7,754,3978,370609.41230106103,2637277.6522088526,2266668.2399077914,1.5143790287546899,0.12992973502453187,27
Earth,earth,rv2_coarse,8,6.55,741,3795,929936222.524028,6860443.128414238,-923075779.3956137,-0.9953436287576848,0.3195691652494008,27
Earth,earth,rv2_coarse,9,9.18,815,4295,391543293.81912386,322358002.1254711,-69185291.69365275,-0.19961616687282926,0.8417807829171864,27
Fornax-A,fixed,rv2_coarse,1,0.45,1296,3798,2001577758.930459,1907414724.8883128,-94163034.0421462,-0.09864702290657372,0.9214185331933342,28
Fornax-A,fixed,rv2_coarse,2,0.7,1146,3567,46092073.3804921,385316570.07821697,339224496.6977249,1.123497915804741,0.2612260852631185,28
Fornax-A,fixed,rv2_coarse,3,0.9,1156,3571,2803580.589316609,12894609.137951555,10091028.548634946,1.0244842002151215,0.30560662976780817,28
Fornax-A,fixed,rv2_coarse,4,1.31,1079,3592,1684770.5330746062,2219466.168029649,534695.634955043,2.087056263041517,0.03688304899594619,28
Fornax-A,fixed,rv2_coarse,5,2.2,1116,3741,2164874.7580085127,2894661.0967154503,729786.3387069376,2.23303786551851,0.02554644743750578,28
