Receiver,Date,Channel_Freq,Time_Offset_Min,Actual_Time,Log_Cal_Temp
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.235,1975-05-03 01:23:14,5.7623
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.385,1975-05-03 01:23:23,6.2261
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.505,1975-05-03 01:23:30,5.8087
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.625,1975-05-03 01:23:37,6.2029
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.745,1975-05-03 01:23:44,6.2957
RAE-B BURST RECEIVER 1,75/5/3,0.025,23.88,1975-05-03 01:23:52,5.8087
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.27,1975-05-03 01:24:16,6.4812
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.405,1975-05-03 01:24:24,5.9478
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.51,1975-05-03 01:24:30,6.1797
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.675,1975-05-03 01:24:40,5.9478
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.795,1975-05-03 01:24:47,5.8551
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.885,1975-05-03 01:24:53,9.4493
RAE-B BURST RECEIVER 1,75/5/3,0.025,24.915,1975-05-03 01:24:54,6.2261
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.05,1975-05-03 01:25:03,6.6667
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.185,1975-05-03 01:25:11,6.2261
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.29,1975-05-03 01:25:17,6.6667
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.425,1975-05-03 01:25:25,6.2029
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.56,1975-05-03 01:25:33,7.6638
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.68,1975-05-03 01:25:40,8.5449
RAE-B BURST RECEIVER 1,75/5/3,0.025,25.815,1975-05-03 01:25:48,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.22,1975-05-03 01:26:13,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.34,1975-05-03 01:26:20,8.1507
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.43,1975-05-03 01:26:25,6.4116
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.55,1975-05-03 01:26:33,6.3188
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.7,1975-05-03 01:26:42,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.835,1975-05-03 01:26:50,7.2
RAE-B BURST RECEIVER 1,75/5/3,0.025,26.955,1975-05-03 01:26:57,7.2696
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.09,1975-05-03 01:27:05,6.7362
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.225,1975-05-03 01:27:13,5.9246
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.33,1975-05-03 01:27:19,6.7826
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.48,1975-05-03 01:27:28,10.0986
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.585,1975-05-03 01:27:35,10.2145
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.645,1975-05-03 01:27:38,6.1797
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.735,1975-05-03 01:27:44,10.3304
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.87,1975-05-03 01:27:52,7.5942
RAE-B BURST RECEIVER 1,75/5/3,0.025,27.87,1975-05-03 01:27:52,10.4696
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.14,1975-05-03 01:28:08,7.2232
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.26,1975-05-03 01:28:15,7.2232
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.38,1975-05-03 01:28:22,7.5942
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.5,1975-05-03 01:28:30,7.1536
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.635,1975-05-03 01:28:38,8.5217
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.77,1975-05-03 01:28:46,9.0551
RAE-B BURST RECEIVER 1,75/5/3,0.025,28.89,1975-05-03 01:28:53,9.4493
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.025,1975-05-03 01:29:01,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.145,1975-05-03 01:29:08,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.265,1975-05-03 01:29:15,6.4348
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.4,1975-05-03 01:29:24,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.655,1975-05-03 01:29:39,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.775,1975-05-03 01:29:46,7.1768
RAE-B BURST RECEIVER 1,75/5/3,0.025,29.91,1975-05-03 01:29:54,7.2928
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.165,1975-05-03 01:30:09,7.2464
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.3,1975-05-03 01:30:18,8.4986
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.42,1975-05-03 01:30:25,8.1739
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.69,1975-05-03 01:30:41,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.87,1975-05-03 01:30:52,8.0812
RAE-B BURST RECEIVER 1,75/5/3,0.025,30.99,1975-05-03 01:30:59,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.08,1975-05-03 01:31:04,8.3826
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.2,1975-05-03 01:31:12,8.3362
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.335,1975-05-03 01:31:20,8.2667
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.455,1975-05-03 01:31:27,7.8261
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.56,1975-05-03 01:31:33,10.5391
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.59,1975-05-03 01:31:35,8.0812
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.71,1975-05-03 01:31:42,7.2928
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.755,1975-05-03 01:31:45,10.2145
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.845,1975-05-03 01:31:50,7.6406
RAE-B BURST RECEIVER 1,75/5/3,0.025,31.935,1975-05-03 01:31:56,8.6145
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.145,1975-05-03 01:32:08,8.5449
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.265,1975-05-03 01:32:15,8.5681
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.37,1975-05-03 01:32:22,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.49,1975-05-03 01:32:29,7.8261
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.61,1975-05-03 01:32:36,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.73,1975-05-03 01:32:43,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,32.85,1975-05-03 01:32:51,6.8058
RAE-B BURST RECEIVER 1,75/5/3,0.025,33.0,1975-05-03 01:33:00,8.4986
RAE-B BURST RECEIVER 1,75/5/3,0.025,33.12,1975-05-03 01:33:07,7.1536
RAE-B BURST RECEIVER 1,75/5/3,0.025,33.24,1975-05-03 01:33:14,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,33.51,1975-05-03 01:33:30,7.2
RAE-B BURST RECEIVER 1,75/5/3,0.025,34.905,1975-05-03 01:34:54,6.2261
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.16,1975-05-03 01:35:09,6.3652
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.28,1975-05-03 01:35:16,6.5507
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.415,1975-05-03 01:35:24,6.7826
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.55,1975-05-03 01:35:33,6.5043
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.67,1975-05-03 01:35:40,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.79,1975-05-03 01:35:47,7.2696
RAE-B BURST RECEIVER 1,75/5/3,0.025,35.91,1975-05-03 01:35:54,7.1536
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.135,1975-05-03 01:36:08,7.1768
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.255,1975-05-03 01:36:15,7.1768
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.39,1975-05-03 01:36:23,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.45,1975-05-03 01:36:27,6.8754
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.57,1975-05-03 01:36:34,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.705,1975-05-03 01:36:42,7.1072
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.825,1975-05-03 01:36:49,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,36.96,1975-05-03 01:36:57,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.08,1975-05-03 01:37:04,7.2928
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.215,1975-05-03 01:37:12,7.2
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.485,1975-05-03 01:37:29,7.1536
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.59,1975-05-03 01:37:35,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.665,1975-05-03 01:37:39,4.6493
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.71,1975-05-03 01:37:42,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,37.845,1975-05-03 01:37:50,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.115,1975-05-03 01:38:06,6.4348
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.235,1975-05-03 01:38:14,6.6667
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.355,1975-05-03 01:38:21,6.5507
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.49,1975-05-03 01:38:29,6.8058
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.61,1975-05-03 01:38:36,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.745,1975-05-03 01:38:44,7.8029
RAE-B BURST RECEIVER 1,75/5/3,0.025,38.865,1975-05-03 01:38:51,7.2696
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.0,1975-05-03 01:39:00,8.4058
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.135,1975-05-03 01:39:08,6.5507
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.255,1975-05-03 01:39:15,6.6203
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.39,1975-05-03 01:39:23,6.6203
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.51,1975-05-03 01:39:30,6.458
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.645,1975-05-03 01:39:38,6.458
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.765,1975-05-03 01:39:45,6.5507
RAE-B BURST RECEIVER 1,75/5/3,0.025,39.9,1975-05-03 01:39:54,6.5739
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.125,1975-05-03 01:40:07,6.6667
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.245,1975-05-03 01:40:14,6.713
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.38,1975-05-03 01:40:22,6.7594
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.5,1975-05-03 01:40:30,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.665,1975-05-03 01:40:39,7.4551
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.815,1975-05-03 01:40:48,6.7362
RAE-B BURST RECEIVER 1,75/5/3,0.025,40.935,1975-05-03 01:40:56,6.713
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.07,1975-05-03 01:41:04,6.6667
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.19,1975-05-03 01:41:11,6.7594
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.325,1975-05-03 01:41:19,6.7826
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.445,1975-05-03 01:41:26,6.829
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.58,1975-05-03 01:41:34,6.8522
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.715,1975-05-03 01:41:42,6.829
RAE-B BURST RECEIVER 1,75/5/3,0.025,41.91,1975-05-03 01:41:54,7.1072
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.09,1975-05-03 01:42:05,7.2
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.195,1975-05-03 01:42:11,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.315,1975-05-03 01:42:18,6.8058
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.585,1975-05-03 01:42:35,6.342
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.72,1975-05-03 01:42:43,6.5739
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.84,1975-05-03 01:42:50,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,42.975,1975-05-03 01:42:58,6.6899
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.11,1975-05-03 01:43:06,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.215,1975-05-03 01:43:12,6.7594
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.35,1975-05-03 01:43:21,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.485,1975-05-03 01:43:29,7.4551
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.59,1975-05-03 01:43:35,6.829
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.74,1975-05-03 01:43:44,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,43.86,1975-05-03 01:43:51,8.1739
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.115,1975-05-03 01:44:06,7.2696
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.25,1975-05-03 01:44:15,8.0348
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.385,1975-05-03 01:44:23,7.8029
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.64,1975-05-03 01:44:38,8.2667
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.76,1975-05-03 01:44:45,8.4058
RAE-B BURST RECEIVER 1,75/5/3,0.025,44.88,1975-05-03 01:44:52,8.7072
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.015,1975-05-03 01:45:00,8.1275
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.15,1975-05-03 01:45:09,7.5246
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.255,1975-05-03 01:45:15,6.5739
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.39,1975-05-03 01:45:23,6.3188
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.525,1975-05-03 01:45:31,6.5275
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.645,1975-05-03 01:45:38,8.1043
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.78,1975-05-03 01:45:46,6.2493
RAE-B BURST RECEIVER 1,75/5/3,0.025,45.9,1975-05-03 01:45:54,6.2493
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.065,1975-05-03 01:46:03,8.1043
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.155,1975-05-03 01:46:09,6.5275
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.29,1975-05-03 01:46:17,6.2493
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.41,1975-05-03 01:46:24,6.4348
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.53,1975-05-03 01:46:31,6.7594
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.65,1975-05-03 01:46:39,6.5971
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.785,1975-05-03 01:46:47,6.3188
RAE-B BURST RECEIVER 1,75/5/3,0.025,46.92,1975-05-03 01:46:55,6.829
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.055,1975-05-03 01:47:03,6.5275
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.19,1975-05-03 01:47:11,7.0841
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.295,1975-05-03 01:47:17,6.7362
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.445,1975-05-03 01:47:26,7.5478
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.565,1975-05-03 01:47:33,7.1304
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.685,1975-05-03 01:47:41,6.8058
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.805,1975-05-03 01:47:48,6.3188
RAE-B BURST RECEIVER 1,75/5/3,0.025,47.925,1975-05-03 01:47:55,6.4812
RAE-B BURST RECEIVER 1,75/5/3,0.025,48.195,1975-05-03 01:48:11,6.0406
RAE-B BURST RECEIVER 1,75/5/3,0.025,48.375,1975-05-03 01:48:22,6.0406
RAE-B BURST RECEIVER 1,75/5/3,0.025,48.495,1975-05-03 01:48:29,6.0406
